,name,book_to_market,,Date
,友達,0.52,,
,中華電,2.23,,
,聯發科,3.34,,
,長榮,0.79,,
,陽明,0.91,,
,萬海,0.96,,
,彰銀,1.21,,
,華南金,1.38,,
,富邦金,1.23,,
,國泰金,1.51,,
,開發金,0.78,,
,玉山金,1,,
,元大金,1.16,,
,兆豐金,1.11,,
,台新金,0.67,,
,中信金,1.07,,
,第一金,1.23,,
,統一超,8.51,,
,大立光,3.84,,
,聯詠,2.15,,
,欣興,1.17,,
,台灣大,7.28,,
,遠傳,2.76,,
,台塑化,3.79,,
,南電,1.31,,
,豐泰,1.81,,
,台泥,1.38,,
,統一,2.8,,
,台塑,2,,
,南亞,1.76,,
,台化,1.79,,
,亞德客-KY,3.69,,
,中鋼,1.52,,
,和泰車,3.04,,
,聯電,0.79,,
,台達電,2.28,,
,鴻海,1.63,,
,國巨,0.5,,
,台積電,3.28,,
,華碩,1.47,,
,瑞昱,1.28,,
,廣達,2.23,,
,研華,3.12,,
,南亞科,8.87,,
,友達,0.51,,
,中華電,2.16,,
,聯發科,3.17,,
,長榮,0.81,,
,陽明,1.03,,
,萬海,1.09,,
,彰銀,1.18,,
,華南金,1.32,,
,富邦金,1.25,,
,國泰金,1.98,,
,開發金,0.82,,
,玉山金,0.9,,
,元大金,1.21,,
,兆豐金,1.14,,
,台新金,0.64,,
,中信金,1.2,,
,第一金,1.07,,
,統一超,8.64,,
,大立光,4.07,,
,聯詠,2.14,,
,欣興,1.23,,
,台灣大,7.07,,
,遠傳,2.66,,
,中租-KY,1.44,,
,合庫金,0.98,,
,台塑化,3.9,,
,南電,1.14,,
,豐泰,1.64,,
,台泥,1.45,,
,統一,2.77,,
,台塑,2.13,,
,南亞,1.83,,
,台化,1.91,,
,亞德客-KY,4.38,,
,中鋼,1.55,,
,和泰車,3.2,,
,聯電,0.97,,
,台達電,2.42,,
,鴻海,1.88,,
,國巨,0.59,,
,台積電,3.4,,
,華碩,1.6,,
,瑞昱,1.59,,
,廣達,2.22,,
,研華,3.34,,
,南亞科,9.41,,
,友達,0.62,,
,中華電,2.08,,
,聯發科,3.23,,
,長榮,0.88,,
,陽明,1.11,,
,萬海,1.23,,
,彰銀,1.2,,
,華南金,1.35,,
,富邦金,1.28,,
,國泰金,2.04,,
,開發金,0.84,,
,玉山金,0.96,,
,元大金,1.3,,
,兆豐金,1.14,,
,台新金,0.67,,
,中信金,1.21,,
,第一金,1.09,,
,統一超,8.32,,
,大立光,4.58,,
,聯詠,2.37,,
,欣興,1.34,,
,台灣大,6.71,,
,遠傳,2.67,,
,中租-KY,1.89,,
,合庫金,0.99,,
,台塑化,3.84,,
,南電,1.29,,
,豐泰,1.66,,
,台泥,1.49,,
,統一,2.85,,
,台塑,2.27,,
,南亞,2.12,,
,台化,2.06,,
,亞德客-KY,4.97,,
,中鋼,1.61,,
,和泰車,4.17,,
,聯電,0.97,,
,台達電,2.56,,
,鴻海,2.02,,
,國巨,0.64,,
,台積電,3.51,,
,華碩,1.88,,
,瑞昱,1.81,,
,廣達,2.55,,
,研華,3.7,,
,南亞科,16.29,,
,友達,0.62,,
,中華電,1.95,,
,聯發科,3.44,,
,長榮,1.09,,
,陽明,1.46,,
,萬海,1.27,,
,彰銀,1.29,,
,華南金,1.4,,
,富邦金,1.35,,
,國泰金,2.09,,
,開發金,0.95,,
,玉山金,1.11,,
,元大金,1.35,,
,兆豐金,1.29,,
,台新金,0.73,,
,中信金,1.35,,
,第一金,1.14,,
,統一超,8.14,,
,大立光,4.74,,
,聯詠,2.48,,
,欣興,1.33,,
,台灣大,6.78,,
,遠傳,2.89,,
,中租-KY,2.03,,
,合庫金,1.04,,
,台塑化,4.03,,
,南電,1.37,,
,豐泰,1.75,,
,台泥,1.36,,
,統一,2.58,,
,台塑,2.15,,
,南亞,1.96,,
,台化,1.93,,
,亞德客-KY,4.52,,
,中鋼,1.59,,
,和泰車,4.98,,
,聯電,0.89,,
,台達電,2.74,,
,鴻海,2.25,,
,國巨,0.57,,
,台積電,3.68,,
,華碩,1.9,,
,瑞昱,1.56,,
,廣達,2.71,,
,研華,3.83,,
,南亞科,12.15,,
,友達,0.54,,
,中華電,1.97,,
,聯發科,3.23,,
,長榮,1.08,,
,陽明,1.34,,
,萬海,1.26,,
,彰銀,1.2,,
,華南金,1.36,,
,富邦金,1.3,,
,國泰金,2.03,,
,開發金,0.86,,
,玉山金,1.12,,
,元大金,1.2,,
,兆豐金,1.18,,
,台新金,0.71,,
,中信金,1.25,,
,第一金,1.07,,
,統一超,8.58,,
,大立光,4.17,,
,聯詠,2.54,,
,欣興,1.26,,
,台灣大,6.74,,
,遠傳,2.83,,
,中租-KY,2.26,,
,合庫金,0.99,,
,台塑化,3.83,,
,南電,1.2,,
,豐泰,1.77,,
,台泥,1.37,,
,統一,2.88,,
,台塑,2.05,,
,南亞,1.77,,
,台化,1.9,,
,亞德客-KY,4.93,,
,中鋼,1.54,,
,和泰車,3.89,,
,聯電,0.95,,
,台達電,2.75,,
,鴻海,1.82,,
,國巨,0.54,,
,台積電,3.76,,
,華碩,2.01,,
,瑞昱,1.84,,
,廣達,2.7,,
,研華,3.71,,
,南亞科,9.72,,
,友達,0.51,,
,中華電,1.98,,
,聯發科,2.89,,
,長榮,0.91,,
,陽明,1.06,,
,萬海,1.1,,
,彰銀,1.16,,
,華南金,1.3,,
,富邦金,1.19,,
,國泰金,1.87,,
,開發金,0.71,,
,玉山金,1.07,,
,元大金,1.09,,
,兆豐金,1.3,,
,台新金,0.68,,
,中信金,1.26,,
,第一金,1.05,,
,統一超,8.22,,
,大立光,3.34,,
,聯詠,2.5,,
,欣興,1.15,,
,台灣大,7.06,,
,遠傳,2.97,,
,中租-KY,2.28,,
,合庫金,0.97,,
,台塑化,3.78,,
,南電,1.01,,
,豐泰,1.74,,
,台泥,1.33,,
,統一,2.84,,
,台塑,1.93,,
,南亞,1.54,,
,台化,1.77,,
,亞德客-KY,4.88,,
,中鋼,1.48,,
,和泰車,4.09,,
,聯電,0.81,,
,台達電,2.64,,
,鴻海,1.72,,
,國巨,0.58,,
,台積電,3.68,,
,華碩,2.04,,
,瑞昱,1.72,,
,廣達,2.74,,
,研華,3.81,,
,南亞科,9.69,,
,友達,0.48,,
,中華電,1.95,,
,聯發科,3.02,,
,長榮,0.78,,
,陽明,1.05,,
,萬海,1.06,,
,彰銀,1.11,,
,華南金,1.32,,
,富邦金,1.16,,
,國泰金,1.77,,
,開發金,0.92,,
,玉山金,1.03,,
,元大金,1.03,,
,兆豐金,1.17,,
,台新金,0.68,,
,中信金,1.12,,
,第一金,1.05,,
,統一超,8.24,,
,大立光,4.06,,
,聯詠,2.5,,
,欣興,1.11,,
,台灣大,7.08,,
,遠傳,3.11,,
,中租-KY,2.46,,
,合庫金,0.95,,
,台塑化,3.39,,
,南電,0.9,,
,豐泰,1.74,,
,台泥,1.32,,
,統一,2.82,,
,台塑,1.92,,
,南亞,1.57,,
,台化,1.73,,
,亞德客-KY,4.65,,
,中鋼,1.46,,
,和泰車,3.62,,
,聯電,0.79,,
,台達電,2.72,,
,鴻海,1.64,,
,國巨,0.57,,
,台積電,3.19,,
,華碩,1.71,,
,瑞昱,1.51,,
,廣達,2.51,,
,研華,3.24,,
,南亞科,3,,
,友達,0.56,,
,中華電,1.93,,
,聯發科,2.66,,
,長榮,0.98,,
,陽明,1.58,,
,萬海,1.14,,
,彰銀,1.07,,
,華南金,1.04,,
,富邦金,1.1,,
,國泰金,1.28,,
,開發金,0.82,,
,玉山金,1.03,,
,元大金,0.9,,
,兆豐金,1.17,,
,台新金,0.66,,
,中信金,1.09,,
,第一金,1.02,,
,統一超,7.31,,
,大立光,4.01,,
,聯詠,2.39,,
,欣興,1.14,,
,台灣大,6.45,,
,遠傳,2.83,,
,中租-KY,2.05,,
,合庫金,0.92,,
,台塑化,3.33,,
,南電,0.92,,
,豐泰,1.72,,
,台泥,1.3,,
,統一,2.99,,
,台塑,2,,
,南亞,1.72,,
,台化,1.75,,
,亞德客-KY,4.16,,
,中鋼,1.41,,
,和泰車,3.76,,
,聯電,0.77,,
,台達電,3.04,,
,鴻海,1.56,,
,國巨,0.53,,
,台積電,3.18,,
,華碩,1.76,,
,瑞昱,1.45,,
,廣達,2.48,,
,研華,3.52,,
,南亞科,2.27,,
,友達,0.43,,
,中華電,1.85,,
,聯發科,2.49,,
,長榮,1,,
,陽明,1.45,,
,萬海,1.16,,
,彰銀,1.11,,
,華南金,1.07,,
,富邦金,1.16,,
,國泰金,1.3,,
,開發金,0.82,,
,玉山金,1.11,,
,元大金,0.93,,
,兆豐金,1.3,,
,台新金,0.7,,
,中信金,1.15,,
,第一金,1.07,,
,統一超,7.25,,
,大立光,3.99,,
,聯詠,2.29,,
,欣興,1.14,,
,台灣大,6.48,,
,遠傳,3.31,,
,中租-KY,2.4,,
,合庫金,0.95,,
,台塑化,3.58,,
,南電,0.84,,
,豐泰,1.78,,
,台泥,1.22,,
,統一,3.04,,
,台塑,1.94,,
,南亞,1.65,,
,台化,1.7,,
,亞德客-KY,4,,
,中鋼,1.36,,
,和泰車,4.05,,
,聯電,0.74,,
,台達電,3.06,,
,鴻海,1.73,,
,國巨,0.56,,
,台積電,3.27,,
,華碩,1.89,,
,瑞昱,1.59,,
,廣達,2.44,,
,研華,3.45,,
,南亞科,2.41,,
,友達,0.42,,
,中華電,1.86,,
,聯發科,3.67,,
,長榮,0.97,,
,陽明,1.41,,
,萬海,1.19,,
,彰銀,1.13,,
,華南金,1.07,,
,富邦金,1.15,,
,國泰金,1.31,,
,開發金,0.83,,
,玉山金,1.19,,
,元大金,0.92,,
,兆豐金,1.22,,
,台新金,0.72,,
,中信金,1.14,,
,第一金,1.08,,
,統一超,7.36,,
,大立光,4.04,,
,聯詠,2.53,,
,欣興,1.15,,
,台灣大,7.26,,
,遠傳,3.23,,
,中租-KY,2.38,,
,合庫金,1.06,,
,台塑化,3.51,,
,南電,0.88,,
,豐泰,1.77,,
,台泥,1.36,,
,統一,3.3,,
,台塑,2.02,,
,南亞,1.73,,
,台化,1.73,,
,亞德客-KY,4.02,,
,中鋼,1.42,,
,和泰車,3.92,,
,聯電,0.75,,
,台達電,3.41,,
,鴻海,1.87,,
,國巨,0.58,,
,台積電,3.52,,
,華碩,2.01,,
,瑞昱,1.64,,
,廣達,2.46,,
,研華,3.55,,
,南亞科,2.56,,
,友達,0.49,,
,中華電,1.93,,
,聯發科,3.55,,
,長榮,0.94,,
,陽明,1.44,,
,萬海,1.28,,
,彰銀,1.16,,
,華南金,1.09,,
,富邦金,1.24,,
,國泰金,1.45,,
,開發金,0.85,,
,玉山金,1.18,,
,元大金,1.02,,
,兆豐金,1.23,,
,台新金,0.71,,
,中信金,1.23,,
,第一金,1.13,,
,統一超,7.25,,
,大立光,3.94,,
,聯詠,2.77,,
,欣興,1.18,,
,台灣大,7,,
,遠傳,3.17,,
,中租-KY,2.61,,
,合庫金,1.05,,
,台塑化,3.62,,
,南電,0.88,,
,豐泰,1.97,,
,台泥,1.49,,
,統一,3.34,,
,台塑,2.27,,
,南亞,1.66,,
,台化,1.81,,
,亞德客-KY,4.08,,
,中鋼,1.39,,
,和泰車,4.21,,
,聯電,0.68,,
,台達電,3.14,,
,鴻海,1.79,,
,國巨,0.55,,
,台積電,3.66,,
,華碩,2.05,,
,瑞昱,1.59,,
,廣達,2.29,,
,研華,3.72,,
,南亞科,4.53,,
,友達,0.55,,
,中華電,2.04,,
,聯發科,3.92,,
,長榮,0.9,,
,陽明,1.13,,
,萬海,1.07,,
,彰銀,1.06,,
,華南金,1.03,,
,富邦金,1.18,,
,國泰金,1.47,,
,開發金,0.65,,
,玉山金,1.07,,
,元大金,0.88,,
,兆豐金,1.18,,
,台新金,0.66,,
,中信金,1.05,,
,第一金,1.03,,
,統一超,7.86,,
,大立光,4.38,,
,聯詠,3.11,,
,欣興,1.04,,
,台灣大,8.25,,
,遠傳,3.26,,
,中租-KY,2.96,,
,合庫金,0.99,,
,台塑化,4.16,,
,南電,0.65,,
,豐泰,2.13,,
,台泥,1.51,,
,統一,3.36,,
,台塑,2.18,,
,南亞,1.65,,
,台化,1.8,,
,亞德客-KY,4.58,,
,中鋼,1.48,,
,和泰車,4.35,,
,聯電,0.71,,
,台達電,3.27,,
,鴻海,1.89,,
,國巨,0.58,,
,台積電,4.08,,
,華碩,2.1,,
,瑞昱,1.7,,
,廣達,2.5,,
,研華,4,,
,南亞科,4.21,,
,友達,0.61,,
,中華電,2.1,,
,聯發科,3.99,,
,長榮,1.03,,
,陽明,1.22,,
,萬海,1.22,,
,彰銀,1.14,,
,華南金,1.11,,
,富邦金,1.3,,
,國泰金,1.55,,
,開發金,0.7,,
,玉山金,1.17,,
,元大金,0.98,,
,兆豐金,1.27,,
,台新金,0.69,,
,中信金,1.1,,
,第一金,1.1,,
,統一超,8.1,,
,大立光,5.59,,
,聯詠,3.31,,
,欣興,1.1,,
,台灣大,8.45,,
,遠傳,3.52,,
,中租-KY,3.37,,
,合庫金,1.04,,
,台塑化,4.32,,
,南電,0.67,,
,豐泰,2.15,,
,台泥,1.49,,
,統一,3.31,,
,台塑,2.15,,
,南亞,1.78,,
,台化,1.9,,
,亞德客-KY,4.76,,
,中鋼,1.51,,
,和泰車,4.41,,
,聯電,0.74,,
,台達電,3.2,,
,鴻海,1.74,,
,國巨,0.6,,
,台積電,3.73,,
,華碩,2.07,,
,瑞昱,1.73,,
,廣達,2.23,,
,研華,4.14,,
,南亞科,21.6,,
,友達,0.71,,
,中華電,2.05,,
,聯發科,2.53,,
,長榮,1.01,,
,陽明,1.28,,
,萬海,1.23,,
,彰銀,1.12,,
,華南金,1.1,,
,富邦金,1.13,,
,國泰金,1.41,,
,開發金,0.73,,
,玉山金,1.15,,
,元大金,0.98,,
,兆豐金,1.22,,
,台新金,0.81,,
,中信金,1.09,,
,第一金,1.08,,
,統一超,7.59,,
,大立光,5.16,,
,聯詠,3.14,,
,欣興,1.05,,
,台灣大,7.92,,
,遠傳,3.42,,
,中租-KY,3.53,,
,合庫金,0.91,,
,台塑化,4.03,,
,南電,0.71,,
,豐泰,2.16,,
,台泥,1.53,,
,統一,3.22,,
,台塑,2.2,,
,南亞,1.91,,
,台化,2.03,,
,亞德客-KY,4.89,,
,中鋼,1.53,,
,和泰車,4.46,,
,聯電,0.72,,
,台達電,3.21,,
,鴻海,1.65,,
,國巨,0.56,,
,台積電,3.9,,
,華碩,2.14,,
,瑞昱,1.86,,
,廣達,2.25,,
,研華,4.18,,
,南亞科,30.39,,
,友達,0.66,,
,中華電,2.04,,
,聯發科,2.52,,
,長榮,1.08,,
,陽明,1.32,,
,萬海,1.18,,
,彰銀,1.14,,
,華南金,1.12,,
,富邦金,1.21,,
,國泰金,1.47,,
,開發金,0.83,,
,玉山金,1.2,,
,元大金,1.05,,
,兆豐金,1.31,,
,台新金,0.82,,
,中信金,1.07,,
,第一金,1.09,,
,統一超,7.79,,
,大立光,5.13,,
,聯詠,3.14,,
,欣興,1.01,,
,台灣大,7.77,,
,遠傳,3.47,,
,中租-KY,4.19,,
,合庫金,0.92,,
,台塑化,3.99,,
,南電,0.73,,
,豐泰,2.22,,
,台泥,1.46,,
,統一,3.45,,
,台塑,2.05,,
,南亞,1.81,,
,台化,1.91,,
,亞德客-KY,4.9,,
,中鋼,1.5,,
,和泰車,4.28,,
,聯電,0.7,,
,台達電,3.32,,
,鴻海,1.6,,
,國巨,0.59,,
,台積電,4.02,,
,華碩,2.28,,
,瑞昱,1.99,,
,廣達,2.07,,
,研華,4.47,,
,南亞科,31.61,,
,友達,0.7,,
,中華電,2,,
,聯發科,2.6,,
,長榮,1.11,,
,陽明,1.3,,
,萬海,1.18,,
,彰銀,1.22,,
,華南金,1.14,,
,富邦金,1.29,,
,國泰金,1.69,,
,開發金,0.89,,
,玉山金,1.26,,
,元大金,1.01,,
,兆豐金,1.32,,
,台新金,0.85,,
,中信金,1.23,,
,第一金,1.15,,
,統一超,8.01,,
,大立光,5.31,,
,聯詠,3.32,,
,欣興,0.96,,
,台灣大,7.66,,
,遠傳,3.17,,
,中租-KY,4.42,,
,合庫金,0.95,,
,台塑化,3.87,,
,南電,0.67,,
,豐泰,2.39,,
,台泥,1.44,,
,統一,3.52,,
,台塑,1.97,,
,南亞,1.71,,
,台化,1.74,,
,亞德客-KY,4.34,,
,中鋼,1.44,,
,和泰車,4.72,,
,聯電,0.7,,
,台達電,3.83,,
,鴻海,1.63,,
,國巨,0.63,,
,台積電,3.86,,
,華碩,2.27,,
,瑞昱,1.96,,
,廣達,2.17,,
,研華,4.15,,
,南亞科,42.59,,
,友達,0.72,,
,中華電,2.01,,
,聯發科,2.67,,
,長榮,1.04,,
,陽明,1.28,,
,萬海,1.17,,
,彰銀,1.25,,
,華南金,1.14,,
,富邦金,1.38,,
,國泰金,1.84,,
,開發金,0.87,,
,玉山金,1.27,,
,元大金,0.99,,
,兆豐金,1.31,,
,台新金,0.88,,
,中信金,1.25,,
,第一金,1.14,,
,統一超,8.1,,
,大立光,5.19,,
,聯詠,3.47,,
,欣興,1.06,,
,台灣大,7.51,,
,遠傳,3.18,,
,中租-KY,4.4,,
,合庫金,0.95,,
,台塑化,3.64,,
,南電,0.65,,
,豐泰,2.86,,
,台泥,1.51,,
,統一,3.61,,
,台塑,1.96,,
,南亞,1.87,,
,台化,1.75,,
,亞德客-KY,4.44,,
,中鋼,1.43,,
,和泰車,4.99,,
,聯電,0.69,,
,台達電,4.26,,
,鴻海,1.49,,
,國巨,0.61,,
,台積電,4.21,,
,華碩,2.18,,
,瑞昱,2.39,,
,廣達,1.99,,
,研華,4.78,,
,南亞科,72.09,,
,友達,0.74,,
,中華電,2.04,,
,聯發科,2.81,,
,長榮,1.01,,
,陽明,1.22,,
,萬海,1.21,,
,彰銀,1.18,,
,華南金,1.13,,
,富邦金,1.36,,
,國泰金,1.78,,
,開發金,0.83,,
,玉山金,1.26,,
,元大金,0.98,,
,兆豐金,1.23,,
,台新金,0.9,,
,中信金,1.26,,
,第一金,1.1,,
,統一超,8.88,,
,大立光,5.35,,
,聯詠,3.86,,
,欣興,1.06,,
,台灣大,7.96,,
,遠傳,3.32,,
,中租-KY,4.71,,
,合庫金,0.95,,
,台塑化,3.76,,
,南電,0.67,,
,豐泰,3.01,,
,台泥,1.52,,
,統一,3.68,,
,台塑,1.9,,
,南亞,1.95,,
,台化,1.79,,
,亞德客-KY,4.54,,
,中鋼,1.4,,
,和泰車,6.58,,
,聯電,0.81,,
,台達電,4.33,,
,鴻海,1.5,,
,國巨,0.67,,
,台積電,4.21,,
,華碩,2.09,,
,瑞昱,2.14,,
,廣達,2.12,,
,研華,4.99,,
,南亞科,67.1,,
,友達,0.82,,
,中華電,2.07,,
,聯發科,2.9,,
,長榮,0.98,,
,陽明,1.18,,
,萬海,1.2,,
,彰銀,1.19,,
,華南金,1.15,,
,富邦金,1.28,,
,國泰金,1.75,,
,開發金,0.89,,
,玉山金,1.31,,
,元大金,1.08,,
,兆豐金,1.3,,
,台新金,0.91,,
,中信金,1.34,,
,第一金,1.1,,
,統一超,9.03,,
,大立光,6.45,,
,聯詠,4.09,,
,欣興,1.11,,
,台灣大,8.1,,
,遠傳,3.3,,
,中租-KY,4.8,,
,合庫金,0.97,,
,台塑化,3.66,,
,南電,0.84,,
,豐泰,3.05,,
,台泥,1.26,,
,統一,3.4,,
,台塑,1.89,,
,南亞,1.98,,
,台化,1.76,,
,亞德客-KY,3.87,,
,中鋼,1.33,,
,和泰車,5.45,,
,聯電,0.87,,
,台達電,3.72,,
,鴻海,1.29,,
,國巨,0.66,,
,台積電,3.76,,
,華碩,1.44,,
,瑞昱,1.89,,
,廣達,1.99,,
,研華,4.28,,
,南亞科,60.03,,
,友達,0.72,,
,中華電,2.13,,
,聯發科,2.58,,
,長榮,1,,
,陽明,1.09,,
,萬海,1.12,,
,彰銀,1.12,,
,華南金,1.09,,
,富邦金,1.28,,
,國泰金,1.36,,
,開發金,0.8,,
,玉山金,1.18,,
,元大金,0.98,,
,兆豐金,1.2,,
,台新金,0.87,,
,中信金,1.43,,
,第一金,1.06,,
,統一超,8.87,,
,大立光,5.17,,
,聯詠,3.64,,
,欣興,0.96,,
,台灣大,6.7,,
,遠傳,3.45,,
,中租-KY,2.54,,
,合庫金,0.94,,
,台塑化,3.31,,
,南電,0.77,,
,豐泰,2.91,,
,台泥,1.25,,
,統一,3.56,,
,台塑,2.04,,
,南亞,1.98,,
,台化,1.84,,
,亞德客-KY,4.6,,
,中鋼,1.36,,
,和泰車,5.6,,
,聯電,0.81,,
,台達電,3.97,,
,鴻海,1.36,,
,國巨,0.65,,
,台積電,3.47,,
,華碩,1.47,,
,瑞昱,1.91,,
,廣達,2.14,,
,研華,4.34,,
,南亞科,39.44,,
,友達,0.7,,
,中華電,2,,
,聯發科,2.66,,
,長榮,1.03,,
,陽明,1.12,,
,萬海,1.16,,
,彰銀,1.16,,
,華南金,1.14,,
,富邦金,1.41,,
,國泰金,1.5,,
,開發金,0.8,,
,玉山金,1.29,,
,元大金,0.98,,
,兆豐金,1.32,,
,台新金,0.92,,
,中信金,1.53,,
,第一金,1.11,,
,統一超,10.09,,
,大立光,5.6,,
,聯詠,3.32,,
,欣興,0.92,,
,台灣大,6.16,,
,遠傳,3.28,,
,中租-KY,2.58,,
,合庫金,0.97,,
,台塑化,3.38,,
,南電,0.74,,
,豐泰,3.65,,
,台泥,1.35,,
,統一,3.36,,
,台塑,2.02,,
,南亞,1.86,,
,台化,1.91,,
,亞德客-KY,5.34,,
,中鋼,1.39,,
,和泰車,5,,
,聯電,0.74,,
,台達電,3.7,,
,鴻海,1.42,,
,國巨,0.64,,
,台積電,3.4,,
,華碩,1.34,,
,瑞昱,1.79,,
,廣達,1.93,,
,研華,4.55,,
,南亞科,36.16,,
,友達,0.78,,
,中華電,1.97,,
,聯發科,2.71,,
,長榮,1.03,,
,陽明,1.15,,
,萬海,1.17,,
,彰銀,1.17,,
,華南金,1.11,,
,富邦金,1.37,,
,國泰金,1.46,,
,開發金,0.78,,
,玉山金,1.34,,
,元大金,0.94,,
,兆豐金,1.2,,
,台新金,0.92,,
,中信金,1.56,,
,第一金,1.1,,
,統一超,9.44,,
,大立光,5.63,,
,聯詠,3.12,,
,欣興,0.81,,
,台灣大,6.1,,
,遠傳,3.25,,
,中租-KY,2.41,,
,合庫金,0.96,,
,台塑化,3.29,,
,南電,0.65,,
,豐泰,3.78,,
,台泥,1.46,,
,統一,3.4,,
,台塑,2.06,,
,南亞,1.97,,
,台化,1.93,,
,亞德客-KY,5.62,,
,中鋼,1.42,,
,和泰車,5.43,,
,聯電,0.77,,
,台達電,3.92,,
,鴻海,1.47,,
,國巨,0.48,,
,台積電,3.4,,
,華碩,1.32,,
,瑞昱,1.95,,
,廣達,1.96,,
,研華,4.96,,
,南亞科,46.1,,
,友達,0.73,,
,中華電,1.97,,
,聯發科,2.7,,
,長榮,1.07,,
,陽明,1.19,,
,萬海,1.23,,
,彰銀,1.25,,
,華南金,1.15,,
,富邦金,1.37,,
,國泰金,1.45,,
,開發金,0.8,,
,玉山金,1.36,,
,元大金,0.95,,
,兆豐金,1.27,,
,台新金,0.98,,
,中信金,1.6,,
,第一金,1.12,,
,統一超,9.64,,
,大立光,5.36,,
,聯詠,3.07,,
,欣興,0.84,,
,台灣大,5.93,,
,遠傳,3.16,,
,中租-KY,2.74,,
,合庫金,0.98,,
,台塑化,3.36,,
,南電,0.75,,
,豐泰,4.27,,
,台泥,1.55,,
,統一,3.6,,
,台塑,2.03,,
,南亞,2.04,,
,台化,1.97,,
,亞德客-KY,6.07,,
,中鋼,1.41,,
,和泰車,6.56,,
,聯電,0.77,,
,台達電,4.58,,
,鴻海,1.42,,
,國巨,0.44,,
,台積電,3.81,,
,華碩,1.33,,
,瑞昱,1.91,,
,廣達,2.37,,
,研華,6.34,,
,南亞科,25.33,,
,友達,0.58,,
,中華電,2.15,,
,聯發科,3.04,,
,長榮,1.06,,
,陽明,1.23,,
,萬海,1.2,,
,彰銀,1.26,,
,華南金,1.21,,
,富邦金,1.55,,
,國泰金,2.23,,
,開發金,0.85,,
,玉山金,1.39,,
,元大金,1.02,,
,兆豐金,1.51,,
,台新金,1.07,,
,中信金,1.58,,
,第一金,1.16,,
,統一超,10.98,,
,大立光,5.44,,
,聯詠,3.2,,
,欣興,0.79,,
,台灣大,6.94,,
,遠傳,3.25,,
,中租-KY,2.85,,
,合庫金,1,,
,台塑化,3.32,,
,南電,0.76,,
,豐泰,4.95,,
,台泥,1.7,,
,統一,3.4,,
,台塑,1.98,,
,南亞,1.98,,
,台化,1.93,,
,亞德客-KY,6.73,,
,中鋼,1.4,,
,和泰車,6.45,,
,聯電,0.76,,
,台達電,4.75,,
,鴻海,1.48,,
,國巨,0.45,,
,台積電,3.65,,
,華碩,1.52,,
,瑞昱,2,,
,廣達,2.24,,
,研華,6.16,,
,南亞科,25.27,,
,友達,0.55,,
,中華電,2.11,,
,聯發科,3.3,,
,長榮,1.08,,
,陽明,1.23,,
,萬海,1.17,,
,彰銀,1.3,,
,華南金,1.2,,
,富邦金,1.53,,
,國泰金,2.34,,
,開發金,0.83,,
,玉山金,1.4,,
,元大金,1.02,,
,兆豐金,1.48,,
,台新金,1.05,,
,中信金,1.54,,
,第一金,1.15,,
,統一超,10.78,,
,大立光,5.73,,
,聯詠,3.29,,
,欣興,0.75,,
,台灣大,6.69,,
,遠傳,3.05,,
,中租-KY,3.14,,
,合庫金,0.99,,
,台塑化,3.38,,
,南電,0.7,,
,豐泰,4.87,,
,台泥,1.6,,
,統一,3.33,,
,台塑,2.04,,
,南亞,2.03,,
,台化,1.91,,
,亞德客-KY,6.44,,
,中鋼,1.46,,
,和泰車,6.46,,
,聯電,0.76,,
,台達電,4.85,,
,鴻海,1.47,,
,國巨,0.58,,
,台積電,3.4,,
,華碩,1.56,,
,瑞昱,2.17,,
,廣達,2.27,,
,研華,6.59,,
,南亞科,16.46,,
,友達,0.56,,
,中華電,2.06,,
,聯發科,3.23,,
,長榮,1.13,,
,陽明,1.26,,
,萬海,1.16,,
,彰銀,1.29,,
,華南金,1.19,,
,富邦金,1.48,,
,國泰金,2.28,,
,開發金,0.86,,
,玉山金,1.36,,
,元大金,1.13,,
,兆豐金,1.45,,
,台新金,1.02,,
,中信金,1.59,,
